filename,width,height,class,xmin,ymin,xmax,ymax
DataSet/Vehicles/76.jpg,180,49,license_plate,145,200,325,249
DataSet/Vehicles/136.jpg,173,74,license_plate,155,200,328,274
DataSet/Vehicles/35.jpg,230,59,license_plate,314,262,544,321
DataSet/Vehicles/43.jpg,459,239,license_plate,26,15,485,254
DataSet/Vehicles/32.jpg,169,75,license_plate,112,238,281,313
DataSet/Vehicles/208.jpg,223,63,license_plate,154,196,377,259
DataSet/Vehicles/110.jpg,391,230,license_plate,20,169,411,399
DataSet/Vehicles/113.jpg,464,163,license_plate,15,121,479,284
DataSet/Vehicles/212.jpg,204,86,license_plate,144,112,348,198
DataSet/Vehicles/74.jpg,184,63,license_plate,159,162,343,225
DataSet/Vehicles/91.jpg,176,66,license_plate,606,287,782,353
DataSet/Vehicles/176.jpg,133,45,license_plate,130,180,263,225
DataSet/Vehicles/220.jpg,139,47,license_plate,54,190,193,237
DataSet/Vehicles/92.jpg,152,72,license_plate,150,353,302,425
DataSet/Vehicles/80.jpg,291,112,license_plate,64,137,355,249
DataSet/Vehicles/54.jpg,177,59,license_plate,104,228,281,287
DataSet/Vehicles/163.jpg,170,85,license_plate,340,228,510,313
DataSet/Vehicles/116.jpg,408,199,license_plate,114,126,522,325
DataSet/Vehicles/236.jpg,351,108,license_plate,15,18,366,126
DataSet/Vehicles/77.jpg,373,132,license_plate,452,109,825,241
DataSet/Vehicles/206.jpg,72,36,license_plate,363,166,435,202
DataSet/Vehicles/205.jpg,168,62,license_plate,99,155,267,217
DataSet/Vehicles/182.jpg,72,29,license_plate,182,203,254,232
DataSet/Vehicles/122.jpg,214,91,license_plate,6,32,220,123
DataSet/Vehicles/115.jpg,550,114,license_plate,48,73,598,187
DataSet/Vehicles/139.jpg,124,46,license_plate,23,206,147,252
DataSet/Vehicles/61.jpg,168,52,license_plate,122,208,290,260
DataSet/Vehicles/138.jpg,182,76,license_plate,126,289,308,365
DataSet/Vehicles/89.jpg,747,177,license_plate,845,804,1592,981
DataSet/Vehicles/21.jpg,238,63,license_plate,272,2,510,65
DataSet/Vehicles/24.jpg,268,80,license_plate,162,197,430,277
DataSet/Vehicles/90.jpg,71,44,license_plate,313,103,384,147
DataSet/Vehicles/12.jpg,221,53,license_plate,215,185,436,238
DataSet/Vehicles/188.jpg,260,61,license_plate,787,241,1047,302
DataSet/Vehicles/121.jpg,402,93,license_plate,26,36,428,129
DataSet/Vehicles/216.jpg,150,60,license_plate,237,101,387,161
DataSet/Vehicles/5.jpg,155,56,license_plate,105,279,260,335
DataSet/Vehicles/214.jpg,196,77,license_plate,143,243,339,320
DataSet/Vehicles/57.jpg,139,53,license_plate,147,181,286,234
DataSet/Vehicles/137.jpg,215,75,license_plate,179,261,394,336
DataSet/Vehicles/189.jpg,406,154,license_plate,165,199,571,353
DataSet/Vehicles/78.jpg,144,56,license_plate,153,138,297,194
DataSet/Vehicles/201.jpg,124,47,license_plate,250,186,374,233
DataSet/Vehicles/179.jpg,211,59,license_plate,389,450,600,509
DataSet/Vehicles/19.jpg,480,203,license_plate,261,189,741,392
DataSet/Vehicles/42.jpg,138,68,license_plate,26,261,164,329
DataSet/Vehicles/211.jpg,225,71,license_plate,157,89,382,160
DataSet/Vehicles/94.jpg,159,52,license_plate,293,211,452,263
DataSet/Vehicles/17.jpg,127,64,license_plate,59,215,186,279
DataSet/Vehicles/140.jpg,97,33,license_plate,217,153,314,186
DataSet/Vehicles/20.jpg,207,97,license_plate,147,177,354,274
DataSet/Vehicles/158.jpg,286,449,license_plate,83,33,369,482
DataSet/Vehicles/34.jpg,1301,388,license_plate,1185,967,2486,1355
DataSet/Vehicles/73.jpg,134,48,license_plate,160,182,294,230
DataSet/Vehicles/186.jpg,209,48,license_plate,196,185,405,233
DataSet/Vehicles/149.jpg,165,56,license_plate,178,264,343,320
DataSet/Vehicles/185.jpg,145,52,license_plate,205,271,350,323
DataSet/Vehicles/228.jpg,126,56,license_plate,108,105,234,161
DataSet/Vehicles/151.jpg,105,46,license_plate,94,95,199,141
DataSet/Vehicles/108.jpg,528,301,license_plate,38,38,566,339
DataSet/Vehicles/8.jpg,248,71,license_plate,644,507,892,578
DataSet/Vehicles/217.jpg,280,94,license_plate,110,116,390,210
DataSet/Vehicles/192.jpg,244,92,license_plate,534,381,778,473
DataSet/Vehicles/18.jpg,99,43,license_plate,333,190,432,233
DataSet/Vehicles/40.jpg,161,74,license_plate,154,182,315,256
DataSet/Vehicles/157.jpg,229,97,license_plate,62,126,291,223
DataSet/Vehicles/232.jpg,181,62,license_plate,172,222,353,284
DataSet/Vehicles/93.jpg,113,56,license_plate,57,149,170,205
DataSet/Vehicles/118.jpg,202,110,license_plate,123,131,325,241
DataSet/Vehicles/47.jpg,201,62,license_plate,397,420,598,482
DataSet/Vehicles/15.jpg,243,87,license_plate,273,343,516,430
DataSet/Vehicles/22.jpg,237,78,license_plate,249,506,486,584
DataSet/Vehicles/219.jpg,188,57,license_plate,139,154,327,211
DataSet/Vehicles/215.jpg,205,66,license_plate,184,304,389,370
DataSet/Vehicles/85.jpg,218,82,license_plate,146,234,364,316
DataSet/Vehicles/175.jpg,355,206,license_plate,132,217,487,423
DataSet/Vehicles/203.jpg,133,74,license_plate,243,229,376,303
DataSet/Vehicles/204.jpg,125,52,license_plate,159,210,284,262
DataSet/Vehicles/83.jpg,144,47,license_plate,200,131,344,178
DataSet/Vehicles/101.jpg,206,98,license_plate,20,55,226,153
DataSet/Vehicles/221.jpg,205,74,license_plate,92,331,297,405
DataSet/Vehicles/159.jpg,411,233,license_plate,365,245,776,478
DataSet/Vehicles/218.jpg,200,73,license_plate,180,114,380,187
DataSet/Vehicles/87.jpg,295,91,license_plate,784,651,1079,742
DataSet/Vehicles/117.jpg,272,133,license_plate,160,115,432,248
DataSet/Vehicles/95.jpg,369,115,license_plate,301,419,670,534
DataSet/Vehicles/36.jpg,98,39,license_plate,97,99,195,138
DataSet/Vehicles/29.jpg,1374,294,license_plate,121,43,1495,337
DataSet/Vehicles/63.jpg,157,77,license_plate,34,195,191,272
DataSet/Vehicles/11.jpg,151,59,license_plate,348,377,499,436
DataSet/Vehicles/187.jpg,122,46,license_plate,232,178,354,224
DataSet/Vehicles/25.jpg,149,43,license_plate,283,177,432,220
DataSet/Vehicles/120.jpg,241,66,license_plate,135,153,376,219
DataSet/Vehicles/33.jpg,216,68,license_plate,45,348,261,416
DataSet/Vehicles/153.jpg,86,32,license_plate,91,137,177,169
DataSet/Vehicles/1.jpg,209,68,license_plate,79,381,288,449
DataSet/Vehicles/171.jpg,403,110,license_plate,396,673,799,783
DataSet/Vehicles/84.jpg,155,68,license_plate,102,208,257,276
DataSet/Vehicles/104.jpg,144,38,license_plate,314,183,458,221
DataSet/Vehicles/193.jpg,247,167,license_plate,3,22,250,189
DataSet/Vehicles/170.jpg,1190,638,license_plate,555,441,1745,1079
DataSet/Vehicles/38.jpg,118,39,license_plate,794,485,912,524
DataSet/Vehicles/48.jpg,813,239,license_plate,312,291,1125,530
DataSet/Vehicles/75.jpg,107,42,license_plate,412,143,519,185
DataSet/Vehicles/112.jpg,477,312,license_plate,22,49,499,361
DataSet/Vehicles/147.jpg,150,47,license_plate,162,226,312,273
DataSet/Vehicles/127.jpg,416,154,license_plate,191,54,607,208
DataSet/Vehicles/23.jpg,283,73,license_plate,288,423,571,496
DataSet/Vehicles/134.jpg,148,54,license_plate,106,152,254,206
DataSet/Vehicles/69.jpg,176,58,license_plate,148,203,324,261
DataSet/Vehicles/226.jpg,177,57,license_plate,186,97,363,154
DataSet/Vehicles/2.jpg,74,40,license_plate,41,219,115,259
DataSet/Vehicles/119.jpg,459,97,license_plate,12,63,471,160
DataSet/Vehicles/70.jpg,142,48,license_plate,162,213,304,261
DataSet/Vehicles/233.jpg,124,55,license_plate,184,150,308,205
DataSet/Vehicles/235.jpg,85,39,license_plate,173,198,258,237
DataSet/Vehicles/13.jpg,144,114,license_plate,99,221,243,335
DataSet/Vehicles/65.jpg,230,143,license_plate,19,23,249,166
DataSet/Vehicles/31.jpg,118,78,license_plate,450,277,568,355
DataSet/Vehicles/105.jpg,684,293,license_plate,12,106,696,399
DataSet/Vehicles/0.jpg,119,47,license_plate,581,273,700,320
DataSet/Vehicles/133.jpg,153,110,license_plate,204,268,357,378
DataSet/Vehicles/210.jpg,274,122,license_plate,130,103,404,225
DataSet/Vehicles/125.jpg,183,64,license_plate,167,99,350,163
DataSet/Vehicles/181.jpg,212,69,license_plate,285,251,497,320
DataSet/Vehicles/145.jpg,399,110,license_plate,315,276,714,386
DataSet/Vehicles/45.jpg,128,44,license_plate,406,169,534,213
DataSet/Vehicles/131.jpg,155,49,license_plate,226,178,381,227
DataSet/Vehicles/60.jpg,352,119,license_plate,769,725,1121,844
DataSet/Vehicles/194.jpg,48,28,license_plate,87,99,135,127
DataSet/Vehicles/50.jpg,225,83,license_plate,441,706,666,789
DataSet/Vehicles/224.jpg,164,68,license_plate,23,35,187,103
DataSet/Vehicles/98.jpg,188,84,license_plate,25,63,213,147
DataSet/Vehicles/37.jpg,71,62,license_plate,121,107,192,169
DataSet/Vehicles/141.jpg,249,62,license_plate,146,133,395,195
DataSet/Vehicles/16.jpg,198,61,license_plate,291,258,489,319
DataSet/Vehicles/146.jpg,168,52,license_plate,189,129,357,181
DataSet/Vehicles/129.jpg,240,71,license_plate,138,136,378,207
DataSet/Vehicles/128.jpg,143,56,license_plate,156,97,299,153
DataSet/Vehicles/67.jpg,71,65,license_plate,42,199,113,264
DataSet/Vehicles/41.jpg,184,73,license_plate,154,225,338,298
DataSet/Vehicles/107.jpg,277,153,license_plate,38,36,315,189
DataSet/Vehicles/173.jpg,210,62,license_plate,221,121,431,183
DataSet/Vehicles/234.jpg,147,52,license_plate,167,202,314,254
DataSet/Vehicles/30.jpg,1158,509,license_plate,284,176,1442,685
DataSet/Vehicles/198.jpg,84,35,license_plate,195,198,279,233
DataSet/Vehicles/103.jpg,2043,526,license_plate,299,190,2342,716
DataSet/Vehicles/96.jpg,281,75,license_plate,315,192,596,267
DataSet/Vehicles/49.jpg,92,45,license_plate,114,196,206,241
DataSet/Vehicles/55.jpg,162,49,license_plate,281,187,443,236
DataSet/Vehicles/26.jpg,273,101,license_plate,183,218,456,319
DataSet/Vehicles/27.jpg,198,109,license_plate,49,184,247,293
DataSet/Vehicles/6.jpg,217,74,license_plate,226,240,443,314
DataSet/Vehicles/225.jpg,259,67,license_plate,143,205,402,272
DataSet/Vehicles/202.jpg,310,107,license_plate,99,204,409,311
DataSet/Vehicles/160.jpg,255,62,license_plate,1017,615,1272,677
DataSet/Vehicles/130.jpg,485,103,license_plate,14,12,499,115
DataSet/Vehicles/227.jpg,118,50,license_plate,100,143,218,193
DataSet/Vehicles/190.jpg,112,31,license_plate,114,85,226,116
